name,type,start_time,duration,"data"
"mainboardGrey","data",14.49829825,0.0009895,0xFF
"mainboardBlue","data",14.52643925,0.0009895,0xFF
"wifiBrown","data",14.8360065,0.0009895,0xAA
"wifiBrown","data",14.837048,0.0009895,0x0B
"wifiBrown","data",14.8380895,0.0009895,0xFF
"wifiBrown","data",14.83913075,0.0009895,0xF4
"wifiBrown","data",14.84017225,0.0009895,0x00
"wifiBrown","data",14.84121375,0.0009895,0x00
"wifiBrown","data",14.842255,0.0009895,0x01
"wifiBrown","data",14.8432965,0.0009895,0x00
"wifiBrown","data",14.844338,0.0009895,0x00
"wifiBrown","data",14.84537925,0.0009895,0x07
"wifiBrown","data",14.84642075,0.0009895,0x00
"wifiBrown","data",14.84746225,0.0009895,0xFA
"wifiBrown","data",15.34848825,0.0009895,0xAA
"wifiBrown","data",15.34952975,0.0009895,0x1E
"wifiBrown","data",15.350571,0.0009895,0xFF
"wifiBrown","data",15.3516125,0.0009895,0xE1
"wifiBrown","data",15.352654,0.0009895,0x00
"mainboardGrey","data",15.352912,0.0009895,0xAA
"wifiBrown","data",15.35369525,0.0009895,0x00
"mainboardGrey","data",15.3539625,0.0009895,0xFF
"wifiBrown","data",15.35473675,0.0009895,0x01
"mainboardGrey","data",15.35501325,0.0009895,0x0A
"wifiBrown","data",15.35577825,0.0009895,0x00
"mainboardGrey","data",15.35606375,0.0009895,0x95
"wifiBrown","data",15.3568195,0.0009895,0x00
"mainboardGrey","data",15.35711475,0.0009895,0xE7
"wifiBrown","data",15.357861,0.0009895,0x65
"mainboardGrey","data",15.35816525,0.0009895,0x0F
"wifiBrown","data",15.3589025,0.0009895,0x00
"mainboardGrey","data",15.35921575,0.0009895,0x59
"wifiBrown","data",15.35994375,0.0009895,0x00
"mainboardGrey","data",15.3602665,0.0009895,0x01
"wifiBrown","data",15.36098525,0.0009895,0x00
"mainboardGrey","data",15.36131725,0.0009895,0x31
"wifiBrown","data",15.36202675,0.0009895,0x00
"mainboardGrey","data",15.362368,0.0009895,0xE1
"wifiBrown","data",15.363068,0.0009895,0x00
"wifiBrown","data",15.3641095,0.0009895,0x00
"wifiBrown","data",15.365151,0.0009895,0x00
"wifiBrown","data",15.36619225,0.0009895,0x00
"wifiBrown","data",15.36723375,0.0009895,0x00
"wifiBrown","data",15.36827525,0.0009895,0x00
"wifiBrown","data",15.3693165,0.0009895,0x00
"wifiBrown","data",15.370358,0.0009895,0x00
"wifiBrown","data",15.3713995,0.0009895,0x00
"wifiBrown","data",15.37244075,0.0009895,0x00
"wifiBrown","data",15.37348225,0.0009895,0x00
"wifiBrown","data",15.37452375,0.0009895,0x00
"wifiBrown","data",15.375565,0.0009895,0x00
"wifiBrown","data",15.3766065,0.0009895,0x00
"wifiBrown","data",15.377648,0.0009895,0x00
"bidirectionalExtensionBoard","data",15.3784575,0.00395825,0xAA
"wifiBrown","data",15.37868925,0.0009895,0x00
"wifiBrown","data",15.37973075,0.0009895,0x9C
"bidirectionalExtensionBoard","data",15.382635,0.00395825,0xBC
"mainboardBlue","data",15.38350625,0.0009895,0xAA
"mainboardBlue","data",15.38455675,0.0009895,0xFF
"mainboardBlue","data",15.38560675,0.0009895,0x0A
"mainboardBlue","data",15.386657,0.0009895,0x95
"bidirectionalExtensionBoard","data",15.38680875,0.00395825,0x22
"mainboardBlue","data",15.387707,0.0009895,0xE7
"mainboardBlue","data",15.38875725,0.0009895,0x0F
"mainboardBlue","data",15.3898075,0.0009895,0x59
"mainboardBlue","data",15.39085775,0.0009895,0x01
"bidirectionalExtensionBoard","data",15.390983,0.00395825,0xAC
"mainboardBlue","data",15.391908,0.0009895,0x31
"mainboardBlue","data",15.39295825,0.0009895,0xE1
"bidirectionalExtensionBoard","data",15.39515675,0.00395825,0x00
"bidirectionalExtensionBoard","data",15.39933125,0.00395825,0x00
"bidirectionalExtensionBoard","data",15.403505,0.00395825,0x00
"bidirectionalExtensionBoard","data",15.407679,0.00395825,0x00
"bidirectionalExtensionBoard","data",15.411853,0.00395825,0x00
"bidirectionalExtensionBoard","data",15.416027,0.00395825,0x03
"bidirectionalExtensionBoard","data",15.42020125,0.00395825,0x03
"bidirectionalExtensionBoard","data",15.4243755,0.00395825,0x41
"bidirectionalExtensionBoard","data",15.42855,0.00395825,0x81
"bidirectionalExtensionBoard","data",15.432724,0.00395825,0x00
"wifiOrange","data",15.43284,0.0009895,0xAA
"mainboardGrey","data",15.4333115,0.0009895,0xAA
"wifiOrange","data",15.433891,0.0009895,0x20
"mainboardGrey","data",15.4343635,0.0009895,0x50
"wifiOrange","data",15.43494225,0.0009895,0xAC
"mainboardGrey","data",15.435414,0.0009895,0x15
"wifiOrange","data",15.435993,0.0009895,0x00
"mainboardGrey","data",15.43646475,0.0009895,0x06
"bidirectionalExtensionBoard","data",15.43689875,0.00395825,0xFF
