name,type,start_time,duration,"data","error"
"mainboardBlue","data",0.52931025,0.0009895,0x01,
"mainboardBlue","data",0.53035975,0.0009895,0x00,
"mainboardBlue","data",0.5314095,0.0009895,0x00,
"mainboardBlue","data",0.53245925,0.0009895,0x00,
"mainboardBlue","data",0.533509,0.0009895,0x00,
"mainboardBlue","data",0.5345585,0.0009895,0x00,
"mainboardBlue","data",0.53560825,0.0009895,0x00,
"mainboardBlue","data",0.53665775,0.0009895,0x08,
"mainboardBlue","data",0.53770775,0.0009895,0x61,
"mainboardBlue","data",0.5387575,0.0009895,0x1B,
"mainboardBlue","data",0.539807,0.0009895,0x72,
"mainboardBlue","data",0.54085675,0.0009895,0xBB,
"mainboardBlue","data",0.5419065,0.0009895,0xB3,
"mainboardBlue","data",0.54295625,0.0009895,0x00,
"mainboardBlue","data",0.544006,0.0009895,0x01,
"mainboardBlue","data",0.54505775,0.0009895,0x0C,
"mainboardBlue","data",0.54611725,0.0009895,0x9B,
"mainboardBlue","data",0.547167,0.0009895,0x00,
"mainboardBlue","data",0.54821675,0.0009895,0x3D,
"mainboardBlue","data",0.54926625,0.0009895,0x22,
"mainboardBlue","data",0.550316,0.0009895,0x00,
"mainboardBlue","data",0.55137325,0.0009895,0x00,
"mainboardBlue","data",0.55242275,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.55251225,0.00395825,0x55,
"mainboardBlue","data",0.5534725,0.0009895,0x00,
"mainboardBlue","data",0.55452225,0.0009895,0x00,
"mainboardBlue","data",0.55557175,0.0009895,0x00,
"mainboardBlue","data",0.5566215,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.556684,0.00395825,0xBC,
"mainboardBlue","data",0.55767125,0.0009895,0x00,
"mainboardBlue","data",0.55872375,0.0009895,0x00,
"mainboardBlue","data",0.55977325,0.0009895,0x00,
"mainboardBlue","data",0.56082575,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.56085625,0.00395825,0x22,
"mainboardBlue","data",0.5618755,0.0009895,0x00,
"mainboardBlue","data",0.56292525,0.0009895,0x00,
"mainboardBlue","data",0.563975,0.0009895,0x00,
"mainboardBlue","data",0.5650245,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.56502825,0.00395825,0xAC,
"mainboardBlue","data",0.56607425,0.0009895,0x8C,
"mainboardBlue","data",0.56712375,0.0009895,0x8A,
"bidirectionalExtensionBoard","data",0.5692,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.57337225,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.57754425,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.581716,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.58588775,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.5900615,0.00395825,0x03,
"bidirectionalExtensionBoard","data",0.594233,0.00395825,0x03,
"bidirectionalExtensionBoard","data",0.598405,0.00395825,0xC1,
"mainboardGrey","data",0.601344,0.0009895,0xAA,
"mainboardGrey","data",0.6023945,0.0009895,0x20,
"bidirectionalExtensionBoard","data",0.602577,0.00395825,0x21,
"mainboardGrey","data",0.60344475,0.0009895,0x24,
"mainboardGrey","data",0.60449525,0.0009895,0x03,
"mainboardGrey","data",0.60554575,0.0009895,0x4C,
"mainboardGrey","data",0.60659675,0.0009895,0x66,
"bidirectionalExtensionBoard","data",0.60674875,0.00395825,0x01,
"mainboardGrey","data",0.60764725,0.0009895,0x00,
"mainboardGrey","data",0.60869775,0.0009895,0x00,
"mainboardGrey","data",0.60974825,0.0009895,0x00,
"mainboardGrey","data",0.61079875,0.0009895,0x40,
"bidirectionalExtensionBoard","data",0.61092075,0.00395825,0x03,
"mainboardGrey","data",0.61184925,0.0009895,0x00,
"mainboardGrey","data",0.61289975,0.0009895,0x00,
"mainboardGrey","data",0.61395025,0.0009895,0x00,
"mainboardGrey","data",0.61500075,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.61509275,0.00395825,0x00,
"mainboardGrey","data",0.61605125,0.0009895,0x00,
"mainboardGrey","data",0.61710175,0.0009895,0x00,
"mainboardGrey","data",0.61815225,0.0009895,0x80,
"mainboardGrey","data",0.6192025,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.61926475,0.00395825,0x00,
"mainboardGrey","data",0.620253,0.0009895,0xFF,
"mainboardGrey","data",0.6213075,0.0009895,0xFF,
"mainboardGrey","data",0.622358,0.0009895,0x00,
"mainboardGrey","data",0.62340825,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.62343625,0.00395825,0x00,
"mainboardGrey","data",0.62445875,0.0009895,0x00,
"mainboardGrey","data",0.62550925,0.0009895,0x00,
"mainboardGrey","data",0.6265595,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.62760825,0.00395825,0x00,
"mainboardGrey","data",0.62762375,0.0009895,0x00,
"mainboardGrey","data",0.628674,0.0009895,0x00,
"mainboardGrey","data",0.62972425,0.0009895,0x00,
"mainboardGrey","data",0.63077475,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.63177975,0.00395825,0x00,
"mainboardGrey","data",0.63182525,0.0009895,0x00,
"mainboardGrey","data",0.632876,0.0009895,0x00,
"mainboardGrey","data",0.6339265,0.0009895,0x00,
"mainboardGrey","data",0.634977,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.6359515,0.00395825,0x08,
"mainboardGrey","data",0.6360275,0.0009895,0x00,
"mainboardGrey","data",0.637078,0.0009895,0xBB,
"mainboardGrey","data",0.6381285,0.0009895,0x8E,
"bidirectionalExtensionBoard","data",0.64012375,0.00395825,0x61,
"bidirectionalExtensionBoard","data",0.6442955,0.00395825,0x1B,
"bidirectionalExtensionBoard","data",0.64846725,0.00395825,0x72,
"bidirectionalExtensionBoard","data",0.65263875,0.00395825,0xBB,
"bidirectionalExtensionBoard","data",0.65681,0.00395825,0xB3,
"mainboardBlue","data",0.6596785,0.0009895,0xAA,
"mainboardBlue","data",0.660728,0.0009895,0x20,
"bidirectionalExtensionBoard","data",0.6609815,0.00395825,0x00,
"mainboardBlue","data",0.661778,0.0009895,0x1D,
"mainboardBlue","data",0.6628275,0.0009895,0x03,
"mainboardBlue","data",0.66387725,0.0009895,0x00,
"mainboardBlue","data",0.664927,0.0009895,0x64,
"bidirectionalExtensionBoard","data",0.66515275,0.00395825,0x51,
"mainboardBlue","data",0.6659765,0.0009895,0x00,
"mainboardBlue","data",0.6670295,0.0009895,0x00,
"mainboardBlue","data",0.66807925,0.0009895,0x00,
"mainboardBlue","data",0.669129,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.66932425,0.00395825,0x00,
"mainboardBlue","data",0.67017875,0.0009895,0x00,
"mainboardBlue","data",0.6712285,0.0009895,0x00,
"mainboardBlue","data",0.67227825,0.0009895,0x00,
"mainboardBlue","data",0.673329,0.0009895,0x01,
"bidirectionalExtensionBoard","data",0.673496,0.00395825,0x00,
"mainboardBlue","data",0.67437875,0.0009895,0x00,
"mainboardBlue","data",0.6754285,0.0009895,0x00,
"mainboardBlue","data",0.67648125,0.0009895,0x00,
"mainboardBlue","data",0.677531,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.6776675,0.00395825,0x00,
"mainboardBlue","data",0.6785805,0.0009895,0x00,
"mainboardBlue","data",0.67963025,0.0009895,0xFF,
"mainboardBlue","data",0.68068,0.0009895,0x00,
"mainboardBlue","data",0.68172975,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.681839,0.00395825,0x00,
"mainboardBlue","data",0.6827795,0.0009895,0x00,
"mainboardBlue","data",0.68382925,0.0009895,0x00,
"mainboardBlue","data",0.68487875,0.0009895,0x00,
"mainboardBlue","data",0.6859325,0.0009895,0x00,
"bidirectionalExtensionBoard","data",0.6860105,0.00395825,0x00,
"mainboardBlue","data",0.68698225,0.0009895,0x00,
"mainboardBlue","data",0.688032,0.0009895,0xDC,
"mainboardBlue","data",0.68908175,0.0009895,0x80,
"bidirectionalExtensionBoard","data",0.6901825,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.69435475,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.69852625,0.00395825,0x91,
"bidirectionalExtensionBoard","data",0.70269825,0.00395825,0x00,
"bidirectionalExtensionBoard","data",0.70687025,0.00395825,0xEF,
"mainboardGrey","data",0.7208705,0.0009895,0xAA,
"mainboardGrey","data",0.721921,0.0009895,0x31,
"mainboardGrey","data",0.72297125,0.0009895,0x20,
